"area","rooms","bathroom","parking_spaces","hoa_.BRL.","rent_amount_.BRL.","property_tax_.BRL.","fire_insurance_.BRL.","totalBRL"
50,2,1,0,100,700,100,11,6.81563999007433
50,1,1,1,1140,5156,117,66,8.77647578934632
60,2,2,1,700,1465,NA,19,7.7341213033283
180,3,2,1,2000,4800,377,62,8.88737648537976
339,3,3,4,0,3880,NA,59,8.36474106822456
54,1,1,1,751,2350,127,30,8.08917567883756
420,4,6,4,5700,12000,3167,153,9.95327721703864
350,4,5,4,680,8000,417,121,9.12902185079859
72,2,2,2,800,3060,250,39,8.33086361322474
50,1,1,0,0,800,NA,13,6.7719355558396
450,4,4,4,0,11000,NA,166,9.43994301835113
60,2,1,0,800,2900,NA,38,8.25088114470065
160,2,3,3,0,7500,NA,113,8.99106433218846
450,4,4,5,2200,13500,1130,180,9.74161547260958
265,3,4,3,0,3490,450,53,8.29254851397576
103,3,1,3,1054,3400,94,44,8.43228868432579
60,2,2,1,640,1650,NA,21,7.74586822979227
136,3,3,3,1450,7900,490,101,9.20452348665462
45,2,1,1,227,750,NA,10,6.92362862813843
206,3,3,4,1800,12500,758,159,9.63043133227967
229,4,2,3,1100,5500,409,70,8.86502918668777
70,1,2,1,450,1000,35,13,7.3125534981026
130,3,2,0,1386,4500,574,58,8.78247626892454
87,2,1,0,415,1100,82,14,7.38523092306657
200,4,5,3,2750,6000,250,77,9.11360918301641
50,1,1,1,170,1320,0,18,7.31920245876785
120,3,2,1,0,3000,495,46,8.17244681834278
40,1,1,0,600,1300,111,17,7.61529833982581
54,2,1,1,600,1800,NA,23,7.84502441724148
48,2,1,0,100,1350,0,18,7.29233717617388
149,3,4,3,1300,6000,550,77,8.97815607600982
45,2,1,1,270,1500,NA,20,7.53529670244409
76,2,2,2,850,2650,130,34,8.20658361432075
60,2,1,0,487,1850,0,24,7.76726399675731
118,3,3,2,1800,9000,NA,115,9.32998833424208
200,2,3,1,2300,13000,625,165,9.68601538845915
200,2,2,1,0,5000,0,76,8.53247581494739
138,3,4,2,1500,10000,527,127,9.40516674990861
53,2,1,1,950,1200,0,16,7.68109900153636
61,1,1,1,1237,3800,104,56,8.55602921520144
135,3,3,2,1855,2800,641,36,8.5816692106006
50,1,1,0,0,750,25,12,6.66949808985788
34,1,1,1,1200,1300,100,17,7.87016594646984
218,3,3,3,2300,4000,775,51,8.87164566750187
400,3,5,4,3500,10000,1250,127,9.60784051043005
25,1,1,1,0,550,NA,8,6.46614472423762
360,5,3,3,0,3500,NA,63,8.1786387885907
72,2,1,1,990,2630,378,34,8.30226579487337
45,2,1,1,300,1600,NA,21,7.57865685059476
340,3,5,5,0,4600,211,76,8.49453850085143
130,3,3,2,0,3100,130,47,8.09498875930377
72,3,2,2,616,3000,NA,39,8.26898820950666
50,1,1,0,0,900,0,14,6.81892406527552
100,2,2,0,1100,4999,50,64,8.73456008995299
270,3,2,4,3200,13000,1250,165,9.77684665156873
60,2,1,1,122,1325,0,18,7.2902928824466
46335,4,8,5,960,8500,646,114,9.23219970632908
700,3,3,8,0,10000,807,164,9.30301070681749
550,4,5,0,2700,8800,0,112,9.35970820362701
21,1,1,1,1000,980,0,14,7.59839932932396
55,1,2,1,777,3800,100,49,8.46104603079324
40,1,2,1,1935,4200,NA,54,8.78078746833893
50,1,1,1,571,1500,NA,20,7.69256964806791
52,1,1,1,650,3950,290,51,8.50552538654856
46,2,1,1,280,1434,NA,19,7.46336304552002
20,1,1,1,0,1100,0,15,7.01750614294126
50,1,1,0,0,1050,59,16,7.02642680869964
49,1,2,1,761,2400,133,31,8.10952565975287
440,3,2,3,100,10500,84,154,9.29109052166129
59,2,1,1,382,900,62,14,7.21450441415114
150,4,1,3,0,2300,0,38,7.75747876658418
100,3,2,0,750,2020,132,26,7.98241634682773
72,2,2,1,880,2100,27,27,8.0179667034936
500,7,7,8,0,9000,NA,136,9.28739400141847
264,3,5,0,0,6000,488,91,8.79179002431936
76,2,2,2,909,5500,NA,70,8.82158487743096
16,1,1,0,0,870,0,12,6.78332520060396
198,3,2,2,1400,3250,NA,42,8.52257866369258
190,3,2,1,1600,4000,NA,51,8.65730289940088
210,4,4,4,2857,11500,NA,146,9.67915579558511
233,3,1,1,0,2700,NA,41,8.00001409367807
180,3,2,2,0,11000,150,166,9.33441468707811
1020,5,4,6,0,6520,654,107,8.89316082873538
320,3,3,2,0,7200,NA,109,8.9758830607617
116,3,2,2,1884,3800,NA,49,8.74065669154137
128,2,1,1,1200,8500,9,108,9.191972714618
42,2,1,1,191,1020,0,13,7.11069612297883
70,2,1,1,660,3800,45,49,8.42398080969406
320,3,4,4,3440,15000,1659,191,9.91793271696762
77,2,2,1,725,1200,71,16,7.60738142563979
208,3,3,3,2490,15000,1200,191,9.84591140439853
115,3,3,3,0,2400,71,37,7.82763954636642
60,2,1,1,400,1300,25,19,7.46450983463653
50,1,1,0,200,1045,30,16,7.16394668434255
108,2,4,2,1289,4500,NA,58,8.75935474856621
64,2,2,1,1182,6950,276,89,9.04758612067476
178,3,2,1,0,3500,130,53,8.2117543973752
53,1,1,0,240,1480,42,22,7.48717369421374
118,3,2,0,1334,1560,NA,21,8.04750951098142
65,2,1,1,420,1250,NA,16,7.46164039220858
180,3,3,2,2000,7000,NA,91,9.16607495567817
348,3,3,3,0,4850,400,73,8.579980179515
150,3,3,1,2229,4500,484,58,8.89178663585731
45,1,1,0,350,650,28,10,6.94601399109923
37,1,1,1,485,3300,NA,42,8.2534880283459
540,4,4,6,0,5220,1542,79,8.83083536553755
521,5,2,3,0,10000,NA,164,9.2975267336551
147,4,3,3,1600,4800,284,61,8.8167050156216
130,3,2,1,1889,2610,450,34,8.51398806046729
190,3,2,1,0,3700,NA,56,8.23137604557397
28,1,1,0,1100,730,99,10,7.57044325205737
160,3,3,3,1509,5850,NA,88,8.98419231164167
310,3,2,0,2500,5200,NA,68,9.03169206054852
530,4,5,6,0,13000,0,196,9.48804786328076
59,2,1,1,801,1200,NA,16,7.60986220091355
800,5,4,8,0,14200,2250,214,9.72082593792907
77,2,1,0,590,2050,7,26,7.89133075766189
160,3,2,1,1500,4300,NA,55,8.75715452765661
47,1,1,1,530,1800,0,23,7.76387128782022
52,2,1,1,160,1000,0,14,7.06902342657826
60,1,2,1,1155,4000,NA,51,8.57904059474232
120,3,3,2,750,3000,500,39,8.36404201192206
55,2,1,0,0,850,50,12,6.81673588059497
110,3,3,2,560,3200,88,49,8.26821888006751
145,3,4,0,250,2950,75,44,8.10772006191053
88,2,4,2,840,2300,379,30,8.17470288246946
49,2,1,1,350,2000,3,26,7.77485576666552
26,1,1,0,550,3500,80,45,8.33710912956247
36,1,1,0,300,1600,60,21,7.59186171488993
150,3,2,5,0,2100,260,32,7.78030308790837
77,1,1,1,0,5700,0,73,8.66112036022288
60,1,1,2,0,1610,50,25,7.4301141385618
58,2,2,1,761,1190,105,16,7.63675211243578
145,4,4,3,1663,4500,584,58,8.82555985506085
408,4,6,3,2800,15000,1667,191,9.88639225710749
50,1,1,0,0,800,18,13,6.72383244082121
85,3,2,2,900,3300,116,42,8.37999795223839
210,3,3,3,400,4200,NA,56,8.49678638163858
100,3,1,2,200,1646,73,22,7.57147364885127
68,2,1,1,480,1900,78,28,7.8188324438034
42,1,1,1,472,2000,75,26,7.85321638815607
87,3,1,0,725,1300,105,17,7.67229245562876
40,1,1,0,240,950,84,13,7.1608459066643
50,2,1,1,540,1850,NA,24,7.84306401669205
85,2,2,0,660,2520,113,37,8.11102783819368
55,1,1,1,550,1910,NA,28,7.86288203464149
127,2,2,2,1550,5500,361,70,8.92025541490809
172,3,5,3,0,5800,607,88,8.77894188184151
75,2,1,2,380,1200,55,18,7.41095187558364
50,1,1,1,500,3000,123,39,8.20603776277881
120,4,2,5,0,4200,NA,64,8.35819745992578
95,3,2,2,720,3490,NA,45,8.39457347786833
300,5,3,6,0,5200,NA,86,8.63426486300208
44,1,1,0,360,1600,NA,21,7.59186171488993
563,3,6,4,5200,15000,1250,220,9.98373024021233
65,2,2,0,150,1700,84,22,7.57916796739608
170,2,2,1,884,2940,NA,38,8.27969713387763
22,1,1,1,0,1500,0,20,7.32712329225929
410,4,4,4,0,4900,466,81,8.60300384782935
60,2,1,1,561,1400,NA,19,7.61184239958042
47,1,1,0,890,2700,NA,35,8.24380842366528
72,2,2,0,820,1500,70,20,7.78779687818117
157,4,3,3,1717,9000,NA,120,9.30118605527576
280,3,4,2,0,7000,NA,106,8.94780609305705
68,3,2,1,830,1050,82,14,7.58933582317062
56,1,1,0,428,560,17,9,6.92264389147589
140,2,4,1,2200,8900,300,113,9.35105837891506
50,2,1,0,386,830,55,11,7.15695636461564
40,2,1,1,320,1200,70,16,7.38212436573751
260,3,4,4,5000,12000,NA,153,9.74981175993208
700,6,8,8,0,14000,1020,211,9.6310881036155
130,2,1,0,0,1900,292,29,7.70616297019958
215,3,2,0,1054,4000,229,51,8.58204416373585
300,4,3,2,2500,4500,796,58,8.96890555068972
250,4,5,4,4200,12000,1667,153,9.79929302351827
80,2,2,1,1180,5435,207,71,8.83840674707681
54,2,1,0,460,1200,NA,18,7.4500795698075
57,1,2,1,660,650,0,9,7.18538701558042
130,3,2,1,1500,4500,NA,58,8.70930004894499
48,1,1,2,2121,6800,400,87,9.14942195700677
318,4,3,0,0,19000,NA,338,9.88943933681007
77,1,2,1,750,7740,NA,99,9.08239335764556
42,1,1,1,1202,2650,NA,34,8.32603268595508
74,3,1,0,0,1600,40,25,7.41818082272679
452,4,6,4,3033,9980,NA,127,9.65765095067424
41,1,2,1,400,2400,NA,36,7.97384437594469
90,2,2,2,1200,1917,275,25,8.13681086367554
145,1,3,1,1200,8000,537,104,9.19441422142592
70,1,2,0,450,2035,111,26,7.87207397986687
180,3,4,5,0,3300,266,50,8.1934002319521
68,2,1,0,470,1300,50,17,7.51643330291563
300,4,4,3,0,10000,767,151,9.29844282019773
270,3,3,1,0,6500,23,98,8.79815271810719
63,1,1,1,298,650,0,9,6.86484777797086
140,2,3,1,1306,5000,NA,64,8.79800169492485
220,5,4,3,0,8000,425,121,9.05333562316602
90,3,2,2,1478,2500,355,32,8.38160253710989
62,2,2,1,733,3200,129,41,8.31971738685061
55,1,1,0,140,770,0,10,6.82546003625531
170,3,2,3,0,4000,180,66,8.35396813031327
75,3,2,1,290,1100,NA,15,7.31055015853442
150,3,4,3,1700,2490,375,32,8.43337670532313
270,4,4,2,0,7000,NA,125,8.89918494333876
55,2,1,0,185,1500,27,22,7.45876269238096
38,1,1,0,457,1050,NA,14,7.32778053842163
87,2,2,1,580,1970,117,29,7.89989532313973
26,1,1,1,60,750,67,10,6.78897174299217
384,5,4,6,0,5000,435,82,8.61577075477723
62,2,1,1,100,1050,NA,14,7.13009851012558
70,2,1,1,900,1750,50,23,7.9098566672694
48,1,1,1,1580,1288,0,19,7.96831950001272
396,4,4,4,0,10000,750,151,9.29660980712836
480,3,4,1,5200,7000,1201,91,9.50977807543882
230,4,4,3,1700,6300,NA,84,9.04970202601337
60,1,1,0,650,2210,84,29,7.9976631270201
80,2,2,2,1088,1900,420,25,8.14148104145742
150,4,3,3,1609,7500,525,97,9.18317470390341
85,3,1,0,150,1100,150,15,7.25559127425367
25,1,1,0,304,2200,60,28,7.86057078553866
105,3,3,0,840,2125,111,32,8.04205641005875
144,4,2,2,1820,4800,667,61,8.90231952852887
80,3,2,2,750,2600,NA,35,8.17470288246946
100,1,1,0,0,1530,NA,23,7.40123126441302
649,5,5,6,0,15000,1065,246,9.69959500581403
55,2,1,1,300,850,30,13,7.08506429395255
68,2,2,1,400,1800,NA,27,7.74500280351584
265,3,3,0,0,8500,NA,128,9.11646915636611
96,2,1,0,940,4387,3,56,8.59174392268053
241,5,4,3,0,5200,NA,86,8.62998601889136
65,2,1,1,610,900,88,12,7.38461038317697
71,2,1,1,670,1130,NA,15,7.56527528189893
90,1,1,0,200,1550,167,20,7.56941179245071
90,3,2,0,900,2100,NA,27,8.04302088529828
42,1,1,1,460,1020,NA,13,7.33693691370762
109,3,1,1,500,1400,42,21,7.58273848891441
260,4,1,2,3800,15000,1167,194,9.91150532412971
154,3,3,2,1042,2000,0,26,8.02910705461974
55,1,1,0,0,1020,21,17,6.96508034560141
49,2,2,1,632,2400,55,31,8.0452677166078
56,1,1,0,0,8000,280,102,9.03396112463786
67,2,1,1,500,1230,42,16,7.48941208350872
160,4,4,0,1300,3175,787,41,8.5762165318657
118,3,2,1,300,1800,50,27,7.68616230349291
47,2,1,1,350,1480,75,20,7.56320059235807
132,3,4,3,2137,2980,520,38,8.64400203827993
47,1,1,0,280,755,27,12,6.98007594056176
60,3,2,1,340,1700,NA,22,7.68845535654994
250,4,5,0,3392,7880,1566,100,9.46815584482167
400,3,4,5,0,8500,309,152,9.10074869534609
28,1,1,0,484,2200,0,29,7.90617884039481
300,3,4,2,2000,14000,NA,178,9.75620490038669
78,2,1,2,0,5900,0,75,8.69550672681265
56,2,1,0,250,1800,41,23,7.65681009148038
110,2,2,0,1356,3360,248,43,8.51879191277993
65,2,2,1,630,1800,25,23,7.81561053203519
59,3,1,1,100,1018,63,14,7.08673793451058
20,1,1,0,602,1800,NA,23,7.84619881549743
65,3,1,1,510,1800,0,23,7.7553388128465
235,4,4,4,3330,14900,NA,189,9.89550578279447
137,2,3,2,2800,14000,542,178,9.77115544048709
28,1,1,0,550,1100,NA,15,7.41818082272679
50,1,1,1,0,1500,80,23,7.38025578842646
120,3,1,4,0,3500,NA,53,8.23959345430597
80,2,1,0,0,1576,125,24,7.45356187164337
82,3,1,0,460,2700,50,35,8.08517874807454
160,3,2,1,0,4700,0,71,8.47052078321781
51,1,1,0,785,2350,150,30,8.10651451625519
56,2,1,0,200,1400,0,10,7.38461038317697
170,3,4,0,2200,4000,NA,51,8.86106654351776
300,4,5,4,3150,3800,1630,49,9.06299978407747
60,2,1,1,500,3400,23,44,8.28601746840476
50,1,1,1,470,990,NA,13,7.30854279753919
250,5,6,2,0,9000,NA,136,9.19563274310391
80,2,2,2,900,935,NA,13,7.57507169950756
20,1,1,0,602,1800,130,23,7.84619881549743
110,2,1,1,1200,3800,NA,49,8.57546209954021
430,4,5,3,0,6000,0,99,8.7160440501614
144,4,3,3,1050,4500,390,60,8.69968140098951
80,2,1,1,875,24000,NA,305,10.1338450208685
30,1,1,0,280,580,12,8,6.78105762593618
163,2,3,2,1464,8000,470,102,9.21443198987944
80,2,2,2,400,2600,113,35,8.05484022110102
300,5,4,7,0,15000,2292,226,9.77115544048709
544,4,3,7,0,3200,250,53,8.16166045205628
95,3,2,2,666,1800,NA,24,7.87283617502572
65,2,1,0,355,1030,NA,16,7.26262860097424
305,4,5,5,5071,14000,NA,187,9.97585472466203
103,2,2,2,400,1200,100,16,7.44833386089748
135,3,2,2,1650,2300,NA,30,8.46716225781067
200,3,4,2,1900,7000,677,89,9.17647330246461
47,2,2,1,500,1000,40,13,7.34858753092759
35,1,1,0,310,700,80,10,7.00397413672268
44,2,1,1,244,1000,NA,13,7.13727843726039
82,2,1,1,860,3400,0,44,8.36753241686183
50,1,1,1,0,900,NA,14,6.84161547647759
360,4,3,3,0,3300,NA,55,8.16820293023605
95,3,2,2,350,2500,NA,37,7.99260665240021
83,2,3,2,1555,3200,NA,41,8.61830469278465
60,1,1,1,683,2100,0,27,7.94129557090653
122,3,2,1,1766,5800,279,74,8.97714648480847
150,3,4,4,1076,7925,651,101,9.18543273627
450,5,4,8,0,3460,400,53,8.27231514795602
58,2,1,1,350,1000,NA,15,7.25347038268453
380,4,2,4,0,4600,700,70,8.58876938990546
430,4,5,3,1945,8000,NA,107,9.26681521890416
280,3,5,2,729,5280,NA,78,8.79300509129753
580,5,6,5,0,15000,NA,246,9.70509758756311
98,2,2,0,310,1100,38,17,7.2902928824466
40,1,1,1,225,1080,65,14,7.23345541862144
50,2,1,1,328,2300,0,30,7.88570539124302
40,1,1,1,1233,4065,202,52,8.62209360124161
75,4,4,1,700,4500,0,58,8.56769617358934
72,1,1,1,957,3500,239,46,8.46442512587758
429,5,4,6,0,12750,2312,192,9.63240035365618
380,4,2,0,0,8000,NA,121,9.00233170824624
72,3,1,1,300,900,86,12,7.1693500166706
114,3,3,0,150,2600,171,40,7.99361999482774
100,3,2,4,0,3880,NA,59,8.34164861890131
120,4,2,2,1630,4000,464,51,8.72355674269043
100,3,3,2,1250,5500,250,70,8.86375719160424
170,2,3,2,0,6500,292,116,8.8405801884888
62,1,2,1,2400,12000,NA,153,9.60918360377546
62,2,2,1,510,2500,NA,32,8.07121853996986
94,2,3,2,1600,4400,325,56,8.76123680683819
144,3,2,1,1500,8200,622,106,9.25253742067597
68,2,1,2,520,1200,74,16,7.50163445788341
42,1,1,0,290,2200,66,33,7.85941315469358
84,3,1,0,70,1460,NA,22,7.37588214821501
165,3,4,4,2000,10000,NA,127,9.46738280829585
50,2,1,1,390,1072,NA,14,7.29776828253138
65,2,1,1,400,1750,100,26,7.73061406606374
52,1,1,1,1000,2300,50,30,8.12592680270789
136,3,3,2,738,3400,115,44,8.36590507720246
75,2,1,1,200,1100,NA,15,7.2283884515736
212,3,5,3,2300,7000,1084,89,9.25636481028746
70,2,1,1,580,1400,NA,18,7.62608275807238
57,2,1,1,550,2300,63,30,7.98752447984877
128,2,3,3,2000,3900,500,50,8.77199043653224
62,2,2,1,0,2350,0,30,7.77527584648686
140,3,3,2,0,3800,200,58,8.3086919168389
55,2,1,1,420,1399,NA,18,7.51643330291563
130,3,2,1,2400,5500,209,70,9.00944742959679
82,3,2,2,860,2600,209,33,8.21689858091361
100,3,2,1,1221,1200,38,16,7.81439963380449
122,2,2,2,1761,3950,640,51,8.7645219095188
87,2,1,0,300,1300,NA,19,7.42892719480227
70,2,1,2,290,780,NA,11,6.98656645940643
123,3,2,1,2800,3700,237,48,8.82261694534418
91,3,2,2,400,3390,150,50,8.29179710504873
50,1,1,0,100,1100,0,14,7.10249935577465
189,4,3,3,3300,5780,440,74,9.1689974084418
45,2,1,1,312,850,25,11,7.08924315502751
35,1,1,0,560,1950,50,26,7.85825418218603
350,5,5,4,3000,7200,1417,92,9.36828385004214
73,1,1,0,744,1460,NA,20,7.76937860951398
35,2,1,1,125,2100,0,32,7.72223474470961
685,4,3,5,3960,13000,3120,165,9.91595945403145
140,5,2,1,0,3999,200,51,8.35490952835879
78,3,3,2,639,2800,117,36,8.18674278711352
200,6,4,2,0,5600,4710,85,9.24965723435313
102,2,2,1,1900,3000,259,44,8.5571828396324
48,2,1,1,263,1000,66,13,7.20266119652324
84,3,2,1,741,2175,185,28,8.0487882835342
80,2,1,1,30,1300,40,20,7.23777819192344
391,4,5,2,2900,10000,NA,127,9.61787001413323
227,4,4,3,2000,15000,750,191,9.79484387541938
180,3,3,4,1800,6500,NA,83,9.13162178726478
178,4,4,4,1200,3900,NA,52,8.62371303479391
105,1,1,2,1300,8700,NA,111,9.2620785673806
26,1,1,0,400,4300,60,55,8.47969898698866
200,2,3,1,1750,4500,0,58,8.74973246437081
78,2,2,2,150,1300,100,18,7.35819375273303
309,4,5,3,0,12000,NA,181,9.46660917372222
66,3,2,1,400,1500,40,22,7.58222919427646
20,1,1,0,0,1650,NA,22,7.42237370098682
35,1,1,1,475,750,32,10,7.14519613499717
130,2,4,3,1800,6000,667,77,9.05310159554969
120,3,1,0,0,1210,207,16,7.26822302115956
75,2,2,0,670,2200,59,29,7.99260665240021
120,3,3,2,1500,7300,NA,93,9.13712430964492
65,2,1,1,0,1530,0,20,7.34665516317654
20,1,1,0,602,1800,130,23,7.84619881549743
62,3,1,2,750,1400,NA,18,7.75147531802146
129,3,4,2,1800,3000,600,39,8.60153433984999
70,2,2,4,0,3000,NA,46,8.08240225392624
38,1,1,0,600,1700,82,22,7.78530518253986
120,3,3,3,800,5000,0,74,8.67846133901236
180,2,3,2,0,3150,301,48,8.1605182474775
82,1,1,2,1650,8000,267,102,9.21243817005833
58,2,2,2,304,1400,100,19,7.50878717063428
52,2,1,1,450,2400,78,31,7.99294454731811
67,2,1,0,385,1300,56,17,7.47250074473756
100,3,1,1,0,2900,301,39,8.08363720314155
570,4,5,4,3800,10870,2016,138,9.73038338479178
54,2,1,1,280,2200,NA,28,7.82763954636642
150,4,2,0,0,2500,184,38,7.90948949267376
32,1,1,1,652,3870,42,50,8.43706714693695
127,3,2,2,0,5000,250,76,8.580543506917
58,2,1,1,170,800,24,12,6.91473089271856
230,3,2,2,0,4590,NA,69,8.51097389160232
60,1,1,0,0,1600,192,25,7.50549227473742
60,1,1,0,100,1170,0,18,7.16162200293919
245,3,5,4,2450,11500,NA,146,9.66020506738103
180,3,2,2,2500,7000,1200,89,9.28646773236373
42,1,1,1,280,900,19,14,7.10167597161944
41,1,1,0,300,1090,NA,16,7.30720231476474
800,4,4,3,0,8000,834,132,9.10130645095205
700,7,6,5,0,15000,1161,246,9.70570712067963
140,3,3,2,0,2300,NA,35,7.75619534394812
222,4,3,2,2300,4000,NA,59,8.78874588193814
122,3,3,2,600,2500,NA,37,8.09773057366422
62,1,1,0,943,2700,156,35,8.25192471380136
107,2,2,0,799,3150,0,40,8.29154650988391
59,2,2,0,510,1400,112,19,7.62168499872461
40,1,1,0,510,1360,NA,18,7.54433210805369
72,3,1,1,470,1075,49,14,7.38336814699238
400,4,6,4,1840,6000,668,80,9.05823759376623
84,2,3,2,634,6900,165,88,8.96033936649209
80,3,2,2,700,1800,167,24,7.89803969076462
90,2,2,0,0,1750,NA,27,7.48324441607385
413,4,4,0,2314,7900,NA,106,9.30665005211359
120,4,4,1,0,4500,NA,68,8.44160720445964
66,2,1,1,200,1000,NA,14,7.12286665859908
140,3,2,1,732,3000,305,39,8.31311670281925
190,4,2,2,970,3500,287,47,8.47741232140439
325,5,5,4,0,6000,420,91,8.78140190768238
60,2,2,0,1640,2300,205,30,8.33710912956247
310,4,4,3,0,7000,675,106,8.9595686535445
100,2,2,2,1700,6500,NA,83,9.02713842775492
120,2,1,0,830,1100,95,14,7.62070508683826
52,2,1,1,180,730,0,10,6.82546003625531
52,2,1,1,540,1100,45,14,7.43838353004431
115,3,3,1,1035,1900,30,25,8.00336305862995
47,1,1,1,390,1000,0,13,7.24708058458576
66,2,1,1,530,1780,NA,23,7.7553388128465
100,2,1,2,0,1650,0,25,7.42416528104203
55,2,1,1,300,1319,75,20,7.44716835960004
200,3,4,3,2450,12000,NA,153,9.67161854490356
51,2,1,1,390,800,50,11,7.13249755166004
140,3,3,2,2420,2580,1000,33,8.70516541971901
200,4,4,3,1200,4200,580,56,8.70566247879643
30,2,2,1,250,1275,NA,19,7.37462901521894
87,3,2,2,700,3500,NA,47,8.38320455141292
100,3,2,1,1374,1800,NA,27,8.13534694890671
48,1,1,1,415,2000,0,8,7.7931743471892
40,1,1,1,800,1160,NA,15,7.63385355968177
78,2,2,1,700,2300,105,34,8.0519780789023
41,1,2,1,400,2800,NA,41,8.10440130792161
200,3,4,3,3249,5500,843,70,9.17605943799931
234,3,3,3,0,8200,NA,135,9.06831587194677
136,3,1,0,2000,3000,NA,39,8.52516136106541
250,3,4,4,2200,3300,NA,42,8.76327171401294
125,3,2,1,1164,3000,NA,39,8.40155784781731
86,2,1,0,0,1387,NA,21,7.33888813383888
62,2,1,0,504,1100,32,17,7.41095187558364
120,3,2,2,0,3110,111,47,8.09223940672421
61,1,1,0,378,1900,43,25,7.76089319585102
160,3,2,1,1200,2500,NA,37,8.27078101316267
64,1,1,0,680,1100,50,14,7.52023455647463
70,3,2,1,1292,2100,94,28,8.16479480424477
258,2,2,1,0,1400,67,22,7.30653139893951
163,4,3,2,300,2300,136,31,7.92588031673756
360,4,5,4,3500,1700,NA,22,8.80086724247048
90,2,2,1,1389,3973,422,52,8.67197224520379
50,1,1,0,0,1100,0,17,7.01929665371504
264,4,4,1,3200,7000,1067,91,9.3379417165699
70,2,1,0,950,2500,NA,19,8.20767442435528
126,2,2,1,889,3120,204,40,8.35561499576018
35,1,1,1,450,2700,NA,35,8.06652149046999
98,2,2,1,465,1300,54,19,7.51697722460432
47,2,1,1,466,1375,NA,18,7.52833176670725
70,3,2,1,758,2000,109,26,7.97039490719143
85,3,3,0,550,2500,72,45,8.06085575293432
90,2,2,1,1200,3800,253,49,8.57602797713713
250,3,4,3,2850,9000,834,115,9.45727857185611
160,4,2,0,0,6800,142,104,8.86035727332702
25,1,1,0,0,1200,NA,16,7.13249755166004
97,2,3,2,768,3300,243,42,8.37885024179449
33,1,1,0,550,4000,0,51,8.43424627059531
66,2,1,1,477,1100,44,15,7.40062057737113
78,3,2,2,780,1540,230,20,7.85205020726589
248,3,4,3,2200,6000,742,77,9.10719961305667
163,3,2,1,1100,4000,84,51,8.56331312702979
332,5,4,3,3200,15000,1167,191,9.88129306702636
30,1,1,1,730,1850,70,24,7.89170465933011
172,3,3,3,2000,5000,NA,65,8.97030495299176
100,3,2,0,0,1550,125,26,7.43955930913332
260,4,4,2,0,5200,NA,79,8.60593640125063
432,5,7,6,3208,15000,3007,191,9.97166008763918
46,2,1,1,600,1180,NA,15,7.50714107972761
999,5,7,4,100,15000,459,226,9.66719543646664
274,6,6,2,0,9000,671,148,9.19217640134851
76,2,1,0,625,1000,50,13,7.4318919168078
210,4,4,2,1500,4200,NA,56,8.70615929092886
400,4,5,4,3413,11000,NA,166,9.71782040549108
110,3,2,1,1200,1200,350,16,7.92551897978693
20,1,1,0,602,1800,NA,23,7.84619881549743
160,3,2,2,0,3500,250,53,8.24380842366528
95,3,2,2,1200,5800,430,75,8.92345797969497
38,1,1,0,188,2001,0,26,7.70345904786717
220,4,3,3,2080,5500,1092,70,9.07600865918089
396,4,5,6,0,10000,250,164,9.25061821847475
360,4,7,5,3900,3990,2505,51,9.2544529465945
25,1,1,0,659,1910,0,25,7.86134179559999
120,3,2,8,0,3000,386,46,8.14118979345769
556,6,7,4,0,7500,1084,113,9.07084839315758
100,3,1,1,0,1970,NA,33,7.64778604544093
40,1,1,0,0,780,17,12,6.69703424766648
55,2,1,1,235,700,0,9,6.85118492749374
60,2,1,0,500,2000,57,26,7.85709386490249
70,3,1,2,882,3200,140,41,8.35796296584568
52,2,1,1,616,1200,65,16,7.54855597916987
110,3,2,1,788,2500,NA,33,8.14960173573616
53,2,1,1,571,1800,22,23,7.79028238070348
188,1,3,2,1180,8000,550,102,9.19349935478016
121,3,2,1,800,1900,200,28,7.98241634682773
80,1,1,1,0,1300,NA,20,7.24779258176785
160,4,2,2,700,2700,305,36,8.22737550683403
285,4,5,4,2e+05,20000,1834,254,12.3108875123487
70,2,1,0,0,1350,0,21,7.22402480828583
53,2,2,1,443,1900,NA,25,7.79276172081653
320,3,6,3,2000,6490,900,84,9.15641202995063
96,2,2,2,1320,7500,434,97,9.1433455031519
35,1,1,1,430,2100,0,27,7.84698098213879
375,4,5,0,1200,10000,825,151,9.40763263969996
60,2,1,0,0,1700,245,26,7.58680353516258
100,7,2,1,0,2800,NA,46,7.96380795323145
82,2,1,0,0,4950,59,76,8.53424694598207
57,1,1,0,300,6000,17,77,8.76327171401294
485,5,6,6,5709,13000,2495,165,9.96979014179019
61,1,2,1,444,1930,87,25,7.8188324438034
28,1,1,0,453,1009,NA,7,7.29301767977278
130,3,2,1,1200,7500,NA,96,9.12847934549586
119,3,1,0,560,2100,84,31,7.9287663216267
123,3,1,1,2000,3800,348,49,8.73198193834769
