"age","height_cm","weight_kg","release_clause_eur","club_joined","wage_eur"
30,192,90,2300000,1.6291584e+18,9.68040649926888
32,180,79,2300000,1.5970176e+18,9.74102744483773
31,181,79,2200000,1.6288992e+18,8.98732181285012
32,176,75,3200000,1.3094784e+18,6.62140565176413
32,180,73,2500000,1.4218848e+18,9.74102744483773
33,195,92,960000,1.532304e+18,8.5173931714189
32,182,76,2300000,1.4988672e+18,9.74102744483773
32,176,77,2e+06,1.4370912e+18,9.61587214452889
30,176,72,2900000,1.6291584e+18,9.68040649926888
35,186,84,1600000,1.5639264e+18,9.21044036697652
30,171,66,2800000,1.6183584e+18,8.98732181285012
32,192,86,1900000,1.4050368e+18,9.68040649926888
34,178,73,1600000,1.6283808e+18,9.85224688834253
33,188,76,1700000,1.5634944e+18,9.74102744483773
33,180,74,1700000,1.2148704e+18,10.2036291813376
31,174,63,3400000,1.6190496e+18,6.31173480915291
32,185,85,2300000,1.6302816e+18,9.74102744483773
32,189,89,2400000,1.5973632e+18,9.21044036697652
32,196,93,1900000,1.6279488e+18,8.5173931714189
31,175,67,2600000,1.5630624e+18,9.10509096125708
32,188,81,1800000,1.5778368e+18,8.5173931714189
30,177,76,3600000,1.6010784e+18,9.21044036697652
34,170,73,1400000,1.5981408e+18,8.8538082749772
31,178,74,2500000,1.630368e+18,8.29429960885724
30,185,81,2300000,1.6121376e+18,8.69968140098951
35,165,72,1300000,1.6250976e+18,8.69968140098951
30,187,82,1900000,1.6099776e+18,8.29429960885724
30,189,80,2700000,1.6276032e+18,10.043292972227
34,190,85,1200000,1.5983136e+18,9.10509096125708
29,176,70,3400000,1.6003872e+18,10.2399955028053
29,191,75,3e+06,1.5040512e+18,9.54688403461792
30,168,68,2100000,1.230768e+18,8.98732181285012
29,178,69,2400000,1.5631488e+18,9.21044036697652
30,178,80,3e+06,1.5971904e+18,10.043292972227
32,179,76,1800000,1.4988672e+18,9.30574145673944
31,182,71,2100000,1.6283808e+18,8.98732181285012
27,185,81,3600000,1.5621984e+18,10.1266711030504
33,193,85,840000,1.6151616e+18,8.98732181285012
31,186,83,1900000,1.5650496e+18,9.54688403461792
30,190,86,2900000,1.6291584e+18,9.30574145673944
29,177,76,2600000,1.5316992e+18,9.61587214452889
32,176,73,2600000,1.6254432e+18,8.8538082749772
34,186,82,1400000,1.630368e+18,9.68040649926888
29,173,69,4e+06,1.6121376e+18,6.47850964220857
28,179,78,2600000,1.623888e+18,9.21044036697652
29,185,72,3800000,1.6276032e+18,9.30574145673944
32,185,79,1900000,1.5985728e+18,8.69968140098951
29,174,71,3400000,1.5162336e+18,10.6919676399149
30,190,82,2900000,1.2643776e+18,9.90353755128617
28,180,74,2900000,1.6281216e+18,8.69968140098951
30,181,82,2300000,1.6250976e+18,9.21044036697652
32,193,88,1900000,1.6285536e+18,8.8538082749772
28,180,82,2600000,1.6269984e+18,8.98732181285012
37,172,69,810000,1.325376e+18,6.90875477931522
31,192,83,1800000,1.4041728e+18,8.29429960885724
29,175,65,3600000,1.625184e+18,9.39274525863144
32,173,75,2800000,1.5687648e+18,6.68586094706836
31,171,66,3500000,1.6224192e+18,6.74641212857337
32,182,76,1900000,1.5644448e+18,8.8538082749772
31,183,77,2700000,1.5619392e+18,9.7981825908907
29,185,83,3500000,1.5671232e+18,6.39859493453521
30,179,78,4e+06,1.600992e+18,6.68586094706836
32,180,77,2300000,1.59408e+18,8.69968140098951
29,172,73,3800000,1.5935616e+18,9.74102744483773
30,181,82,3800000,1.485216e+18,6.62140565176413
30,181,69,3200000,1.6118784e+18,6.68586094706836
31,182,71,2600000,1.6268256e+18,9.10509096125708
31,193,85,2300000,1.5304896e+18,10.1266711030504
30,178,68,2600000,1.625616e+18,8.5173931714189
29,186,81,3600000,1.6266528e+18,9.21044036697652
29,179,68,3200000,1.5619392e+18,9.61587214452889
30,177,71,2100000,1.5935616e+18,8.8538082749772
32,184,77,2300000,1.4993856e+18,9.21044036697652
30,172,72,2400000,1.2779424e+18,9.10509096125708
29,185,76,2400000,1.6254432e+18,8.8538082749772
31,168,67,2400000,1.2779424e+18,10.1266711030504
35,177,74,1100000,1.484352e+18,8.98732181285012
29,185,80,2400000,1.5935616e+18,8.69968140098951
30,186,78,2400000,1.6278624e+18,8.00670084544037
29,195,94,2400000,1.5355872e+18,9.21044036697652
28,193,82,3600000,1.5780096e+18,10.3417747410115
29,175,72,3e+06,1.5619392e+18,9.21044036697652
28,197,95,2800000,1.5650496e+18,9.39274525863144
31,168,63,2e+06,1.4357088e+18,9.10509096125708
31,186,77,1700000,1.5788736e+18,8.8538082749772
32,189,82,1800000,1.5790464e+18,9.21044036697652
32,185,80,2100000,1.290384e+18,9.54688403461792
30,188,88,1800000,1.6250976e+18,8.29429960885724
28,185,80,3200000,1.5619392e+18,9.54688403461792
28,185,86,3e+06,1.4716512e+18,9.7981825908907
28,188,78,3200000,1.5173568e+18,10.3417747410115
26,183,78,4200000,1.5984864e+18,9.30574145673944
34,190,86,650000,1.5619392e+18,8.8538082749772
28,183,74,3800000,1.5619392e+18,9.95232533461943
28,178,67,2800000,1.6282944e+18,9.47278155656217
32,183,73,2400000,1.53144e+18,9.30574145673944
30,182,78,3200000,1.6276896e+18,9.10509096125708
28,175,71,3600000,1.6282944e+18,9.30574145673944
27,179,70,3800000,1.4832288e+18,9.99884318585288
29,177,71,2400000,1.6128288e+18,9.30574145673944
30,187,84,3100000,1.5304032e+18,9.95232533461943
31,178,68,3100000,1.599696e+18,6.31173480915291
27,188,75,3e+06,1.5531264e+18,8.69968140098951
26,172,70,3900000,1.6215552e+18,9.10509096125708
30,170,65,2700000,1.6281216e+18,8.69968140098951
27,181,81,2900000,1.5649632e+18,8.98732181285012
29,179,72,3e+06,1.6250976e+18,9.61587214452889
33,177,67,1600000,1.3569984e+18,8.98732181285012
31,197,83,2500000,1.5634944e+18,9.90353755128617
27,175,67,3400000,1.6272576e+18,8.98732181285012
28,178,80,3e+06,1.6121376e+18,8.98732181285012
28,167,70,2100000,1.5639264e+18,7.60140233458373
28,181,81,4200000,1.4991264e+18,9.7981825908907
29,172,70,3e+06,1.599696e+18,9.21044036697652
27,186,89,3900000,1.623456e+18,10.2750855911327
29,170,65,3400000,1.4721696e+18,10.4341452149305
30,184,83,3200000,1.5984e+18,9.30574145673944
28,193,90,2600000,1.5619392e+18,9.74102744483773
29,190,78,3400000,1.6250976e+18,9.85224688834253
29,183,78,3200000,1.6250976e+18,9.85224688834253
30,193,84,2400000,1.6250976e+18,8.98732181285012
31,182,76,2900000,1.6266528e+18,6.68586094706836
27,173,70,3e+06,1.6250976e+18,8.98732181285012
29,173,66,3200000,1.5304032e+18,9.10509096125708
29,186,84,3e+06,1.5631488e+18,9.7981825908907
28,184,71,3200000,1.5619392e+18,10.0858507751287
29,172,69,3400000,1.5941664e+18,10.4341452149305
27,181,73,3e+06,1.6276032e+18,9.54688403461792
28,185,73,3200000,1.6278624e+18,10.1266711030504
29,194,82,3100000,1.6274304e+18,10.5966597327836
28,191,87,3700000,1.6254432e+18,9.21044036697652
27,185,87,4300000,1.5164064e+18,10.463131911492
29,177,66,3600000,1.6275168e+18,9.21044036697652
28,182,73,3600000,1.625184e+18,9.30574145673944
27,178,70,4100000,1.3174272e+18,9.99884318585288
27,187,87,2700000,1.59408e+18,9.30574145673944
29,187,81,2600000,1.5974496e+18,9.10509096125708
31,185,72,2900000,1.578528e+18,8.5173931714189
29,166,62,3800000,1.5974496e+18,8.69968140098951
30,190,87,2200000,1.6306272e+18,9.10509096125708
30,170,59,4e+06,1.5977088e+18,6.85751406254539
29,181,76,2100000,1.5467328e+18,8.98732181285012
33,182,75,2e+06,1.626912e+18,9.54688403461792
27,178,69,3300000,1.4992128e+18,9.21044036697652
28,184,83,1800000,1.5304896e+18,8.98732181285012
31,193,78,1700000,1.5624576e+18,9.99884318585288
26,184,74,4600000,1.5463008e+18,10.2750855911327
31,190,86,2600000,1.6115328e+18,9.10509096125708
25,183,71,4400000,1.5792192e+18,8.8538082749772
32,176,80,2200000,1.6115328e+18,9.21044036697652
28,176,70,3100000,1.6285536e+18,9.30574145673944
28,192,90,2400000,1.4673312e+18,9.21044036697652
28,185,75,4100000,1.6250976e+18,9.74102744483773
28,185,81,2700000,1.5952032e+18,8.98732181285012
27,187,80,3400000,1.59624e+18,8.98732181285012
28,185,70,2900000,1.5971904e+18,8.69968140098951
30,176,74,2100000,1.5657408e+18,8.69968140098951
28,188,80,3800000,1.6261344e+18,9.47278155656217
28,177,60,2500000,1.5952032e+18,8.98732181285012
26,168,58,3600000,1.627344e+18,9.61587214452889
31,181,76,3200000,1.62648e+18,9.39274525863144
32,190,90,2500000,1.6285536e+18,9.90353755128617
27,181,74,4200000,1.5619392e+18,9.30574145673944
30,172,74,2500000,1.4360544e+18,9.21044036697652
34,190,78,520000,1.5985728e+18,8.5173931714189
30,179,75,2100000,1.6010784e+18,9.39274525863144
30,183,83,3200000,1.5619392e+18,9.61587214452889
27,180,75,3800000,1.5615936e+18,9.90353755128617
31,184,83,2500000,1.560816e+18,8.5173931714189
28,173,66,2400000,1.5471648e+18,9.39274525863144
28,191,79,2800000,1.6094592e+18,8.69968140098951
26,184,75,4700000,1.626048e+18,8.69968140098951
27,179,81,4800000,1.6266528e+18,8.69968140098951
28,188,85,2800000,1.5619392e+18,8.98732181285012
28,172,70,3200000,1.631664e+18,9.61587214452889
31,172,66,2100000,1.4859072e+18,8.69968140098951
30,180,70,2900000,1.6238016e+18,8.8538082749772
27,192,84,3200000,1.3411008e+18,10.2399955028053
26,182,75,4300000,1.6252704e+18,9.99884318585288
28,176,68,2700000,1.3605408e+18,9.99884318585288
33,166,65,1900000,1.6106688e+18,8.69968140098951
29,176,70,3400000,1.6292448e+18,9.10509096125708
28,172,70,3300000,1.4357088e+18,8.8538082749772
26,183,75,3e+06,1.3437792e+18,8.5173931714189
31,171,68,2400000,1.6115328e+18,9.10509096125708
27,180,75,3800000,1.5027552e+18,9.21044036697652
29,186,76,2700000,1.4854752e+18,8.69968140098951
27,186,80,3600000,1.5989184e+18,9.30574145673944
29,177,72,3e+06,1.6250976e+18,9.61587214452889
32,184,75,3200000,1.5995232e+18,8.5173931714189
26,187,80,3400000,1.5640992e+18,8.69968140098951
29,184,82,2300000,1.628208e+18,8.29429960885724
33,176,74,1900000,1.5935616e+18,9.21044036697652
29,187,85,2900000,1.5619392e+18,8.98732181285012
25,174,70,3900000,1.579824e+18,9.30574145673944
25,184,78,5e+06,1.5610752e+18,6.47850964220857
26,175,70,4600000,1.6281216e+18,9.7981825908907
26,173,70,4100000,1.5291936e+18,9.61587214452889
28,188,81,2100000,1.5619392e+18,8.98732181285012
27,189,83,4300000,1.62648e+18,10.2036291813376
27,180,75,3200000,1.3467168e+18,8.5173931714189
28,170,62,4e+06,1.6282944e+18,8.98732181285012
33,187,68,1700000,1.6294176e+18,8.69968140098951
26,194,84,4300000,1.4988672e+18,10.2399955028053
32,191,91,2300000,1.56384e+18,9.68040649926888
27,164,64,4e+06,1.6010784e+18,9.61587214452889
26,171,79,3100000,1.5018048e+18,8.5173931714189
31,186,80,2900000,1.6296768e+18,6.68586094706836
25,178,68,3900000,1.532304e+18,8.5173931714189
26,174,73,3800000,1.6094592e+18,8.69968140098951
26,165,65,4e+06,1.6271712e+18,9.30574145673944
25,186,81,5900000,1.6004736e+18,6.85751406254539
27,181,74,2800000,1.4521248e+18,8.69968140098951
26,185,80,3600000,1.5304032e+18,9.30574145673944
24,180,73,3600000,1.5659136e+18,9.10509096125708
27,174,69,3200000,1.627344e+18,8.98732181285012
28,187,75,3400000,1.6009056e+18,9.61587214452889
31,187,87,1800000,1.5626304e+18,7.60140233458373
29,178,73,2400000,1.6136928e+18,9.10509096125708
31,186,76,2e+06,1.610064e+18,9.10509096125708
37,190,92,347000,1.6094592e+18,8.00670084544037
32,181,80,2e+06,1.6103232e+18,7.60140233458373
31,185,79,1900000,1.608336e+18,7.60140233458373
34,172,70,1400000,1.5485472e+18,9.21044036697652
32,183,80,3300000,1.5147648e+18,6.62140565176413
27,186,80,3400000,1.5619392e+18,9.10509096125708
32,183,76,1800000,1.5803424e+18,9.10509096125708
28,183,76,2800000,1.626048e+18,8.8538082749772
31,178,78,2e+06,1.6262208e+18,9.21044036697652
32,175,71,2300000,1.6262208e+18,8.98732181285012
29,178,71,2400000,1.5480288e+18,9.10509096125708
33,184,86,1800000,1.597536e+18,9.21044036697652
30,191,87,3800000,1.601856e+18,9.54688403461792
26,173,72,4200000,1.564704e+18,9.21044036697652
25,179,76,4300000,1.3726368e+18,9.54688403461792
31,176,73,2400000,1.626048e+18,9.21044036697652
26,191,85,4100000,1.601424e+18,9.10509096125708
25,176,72,5100000,1.5238368e+18,8.5173931714189
25,172,67,5e+06,1.5804288e+18,10.2750855911327
34,191,86,1900000,1.6105824e+18,6.47850964220857
29,188,84,1600000,1.531008e+18,8.98732181285012
29,174,70,3400000,1.5157152e+18,6.68586094706836
23,182,65,4300000,1.625184e+18,8.8538082749772
28,185,79,3800000,1.6297632e+18,9.30574145673944
31,183,82,1900000,1.5778368e+18,8.5173931714189
26,187,73,3600000,1.6250976e+18,9.54688403461792
27,190,80,3800000,1.5990912e+18,8.5173931714189
27,173,72,4e+06,1.6254432e+18,10.3089859934221
25,180,80,5300000,1.6304544e+18,9.7981825908907
27,182,70,3e+06,1.6043616e+18,8.98732181285012
27,190,82,3500000,1.627344e+18,8.8538082749772
32,174,69,2100000,1.5304896e+18,8.8538082749772
26,180,78,3900000,1.56384e+18,9.10509096125708
27,183,80,3300000,1.6026336e+18,8.5173931714189
28,179,72,4e+06,1.565568e+18,9.74102744483773
26,183,71,5200000,1.5619392e+18,9.54688403461792
26,195,83,4e+06,1.6261344e+18,9.99884318585288
29,189,80,3700000,1.5803424e+18,9.68040649926888
30,181,75,4e+06,1.534896e+18,6.47850964220857
26,180,68,5e+06,1.6288992e+18,9.39274525863144
25,191,77,5100000,1.564704e+18,9.85224688834253
26,188,89,3800000,1.6028064e+18,9.68040649926888
28,189,74,2900000,1.5998688e+18,10.0858507751287
29,177,72,3200000,1.5983136e+18,9.21044036697652
28,178,73,2600000,1.6206912e+18,8.69968140098951
28,184,76,3400000,1.5041376e+18,8.5173931714189
25,184,70,3900000,1.6237152e+18,10.1266711030504
26,183,70,3500000,1.5311808e+18,8.00670084544037
26,176,66,4100000,1.3411008e+18,10.2036291813376
25,173,69,4800000,1.5324768e+18,10.3417747410115
25,175,70,4200000,1.630368e+18,8.8538082749772
26,183,73,4200000,1.600992e+18,9.10509096125708
26,183,80,2500000,1.6110144e+18,8.69968140098951
26,192,88,3600000,1.5967584e+18,9.47278155656217
27,185,74,3500000,1.6296768e+18,8.5173931714189
29,186,80,2200000,1.608768e+18,7.60140233458373
29,184,87,3200000,1.6250976e+18,9.54688403461792
27,173,75,3600000,1.625616e+18,9.68040649926888
27,189,84,4600000,1.5640128e+18,6.74641212857337
27,178,74,3900000,1.6266528e+18,9.61587214452889
24,186,75,4900000,1.5691104e+18,9.61587214452889
23,186,78,6e+06,1.5304032e+18,9.47278155656217
26,182,73,4600000,1.6261344e+18,9.39274525863144
28,178,72,3600000,1.5173568e+18,10.3417747410115
30,185,82,2300000,1.3898304e+18,8.5173931714189
31,183,73,3100000,1.5304032e+18,9.21044036697652
30,191,77,2800000,1.5312672e+18,9.30574145673944
29,180,73,2500000,1.610496e+18,9.39274525863144
28,185,80,3800000,1.6250976e+18,10.043292972227
29,188,84,2700000,1.562112e+18,8.98732181285012
24,183,78,5400000,1.5972768e+18,10.2750855911327
29,167,65,2200000,1.5469056e+18,7.60140233458373
27,174,70,3100000,1.5989184e+18,8.8538082749772
25,178,69,4400000,1.6094592e+18,9.61587214452889
26,178,82,3e+06,1.5814656e+18,8.69968140098951
35,185,80,1200000,1.5637536e+18,8.98732181285012
34,183,79,750000,1.262304e+18,8.8538082749772
25,183,82,3800000,1.5293664e+18,9.21044036697652
25,188,78,5e+06,1.5971904e+18,10.3089859934221
25,178,76,4100000,1.6284672e+18,8.8538082749772
25,173,70,5400000,1.5619392e+18,8.29429960885724
30,186,73,2e+06,1.5619392e+18,8.69968140098951
28,179,75,3e+06,1.563408e+18,10.3735224312936
29,190,87,3800000,1.6250976e+18,9.30574145673944
24,180,77,6e+06,1.6136928e+18,9.10509096125708
31,176,73,3100000,1.6272576e+18,6.68586094706836
27,193,82,3400000,1.5012864e+18,9.7981825908907
29,185,83,2600000,1.6161984e+18,8.00670084544037
26,183,79,3500000,1.6309728e+18,9.10509096125708
23,180,75,6800000,1.562112e+18,8.8538082749772
26,174,70,3800000,1.5983136e+18,9.85224688834253
31,185,84,3400000,1.5619392e+18,6.85751406254539
26,188,83,3800000,1.6250976e+18,9.47278155656217
30,179,70,2400000,1.5489792e+18,8.98732181285012
28,187,81,3600000,1.5619392e+18,9.39274525863144
25,175,73,5300000,1.5984864e+18,9.10509096125708
29,169,64,2700000,1.6106688e+18,9.21044036697652
27,188,81,3600000,1.6121376e+18,9.21044036697652
26,195,87,4e+06,1.6003872e+18,10.1266711030504
24,196,92,4800000,1.499904e+18,9.10509096125708
28,175,67,3700000,1.623888e+18,6.74641212857337
27,165,64,3200000,1.5345504e+18,8.98732181285012
31,190,68,2e+06,1.6292448e+18,8.5173931714189
26,169,64,3800000,1.465776e+18,9.85224688834253
25,165,66,4400000,1.5794784e+18,9.21044036697652
24,180,77,4900000,1.5943392e+18,8.69968140098951
29,168,63,3100000,1.6121376e+18,9.61587214452889
25,178,71,4e+06,1.6008192e+18,9.39274525863144
28,183,69,3500000,1.6117056e+18,6.68586094706836
28,170,83,3700000,1.4543712e+18,6.68586094706836
25,178,75,4600000,1.5670368e+18,9.54688403461792
30,175,67,3500000,1.4015808e+18,6.68586094706836
24,179,70,4e+06,1.628208e+18,8.8538082749772
30,189,88,2700000,1.5959808e+18,9.21044036697652
23,185,70,5800000,1.5960672e+18,9.85224688834253
26,180,77,3500000,1.5499296e+18,8.69968140098951
30,190,88,1900000,1.5976224e+18,8.69968140098951
23,180,68,5100000,1.5039648e+18,10.1658902778025
25,185,87,3500000,1.4357088e+18,8.8538082749772
28,187,79,2700000,1.6268256e+18,8.8538082749772
25,182,75,4400000,1.5989184e+18,9.85224688834253
25,178,75,3e+06,1.610496e+18,8.69968140098951
27,175,75,3500000,1.5976224e+18,9.30574145673944
27,188,80,4400000,1.54656e+18,8.5173931714189
24,174,70,4600000,1.5619392e+18,8.69968140098951
28,177,70,4100000,1.5470784e+18,6.68586094706836
24,175,72,5100000,1.4280192e+18,9.54688403461792
24,185,82,4100000,1.601856e+18,9.30574145673944
26,175,68,5200000,1.6276032e+18,8.69968140098951
26,169,77,3400000,1.6134336e+18,8.5173931714189
27,177,74,3100000,1.6302816e+18,8.98732181285012
25,185,77,5200000,1.5915744e+18,9.30574145673944
29,190,82,3e+06,1.5986592e+18,9.30574145673944
24,181,74,4600000,1.4041728e+18,8.69968140098951
25,190,83,4600000,1.5967584e+18,8.5173931714189
27,180,77,2900000,1.626048e+18,9.68040649926888
28,184,79,2400000,1.6101504e+18,8.29429960885724
27,192,87,3700000,1.5463008e+18,9.21044036697652
31,186,80,2700000,1.4357088e+18,8.8538082749772
25,185,77,3900000,1.6257024e+18,9.10509096125708
24,183,73,4100000,1.601856e+18,8.98732181285012
27,177,75,3100000,1.6000416e+18,8.69968140098951
29,172,68,2300000,1.5477696e+18,8.98732181285012
23,184,71,5400000,1.5673824e+18,9.21044036697652
22,200,79,8200000,1.4751936e+18,9.54688403461792
27,167,67,3600000,1.5304032e+18,9.30574145673944
21,166,64,3800000,1.6257024e+18,8.8538082749772
21,172,76,3800000,1.625616e+18,8.8538082749772
21,174,71,3800000,1.6257024e+18,9.61587214452889
25,172,69,4e+06,1.625616e+18,9.30574145673944
29,175,69,3400000,1.625616e+18,9.68040649926888
29,176,75,3400000,1.6254432e+18,9.39274525863144
29,182,71,3600000,1.6254432e+18,9.47278155656217
29,179,70,3600000,1.6250112e+18,9.30574145673944
29,177,71,3600000,1.6257024e+18,9.74102744483773
21,193,84,3e+06,1.6257024e+18,8.98732181285012
33,190,84,1700000,1.625616e+18,9.68040649926888
25,195,91,3800000,1.625616e+18,9.21044036697652
21,176,69,3800000,1.625616e+18,9.21044036697652
21,174,78,3800000,1.6250112e+18,8.69968140098951
25,178,77,3600000,1.6250112e+18,8.98732181285012
33,168,72,2300000,1.625616e+18,9.7981825908907
25,185,81,3600000,1.6257024e+18,9.61587214452889
29,179,74,3e+06,1.6250112e+18,9.10509096125708
21,192,85,3600000,1.6250112e+18,8.69968140098951
25,167,66,4e+06,1.625616e+18,9.85224688834253
29,174,74,3400000,1.625616e+18,9.90353755128617
21,175,70,4200000,1.6250112e+18,8.98732181285012
21,169,62,4200000,1.6250112e+18,8.8538082749772
21,174,73,4200000,1.6254432e+18,8.98732181285012
21,184,78,4200000,1.6257024e+18,9.47278155656217
25,175,73,4e+06,1.6257024e+18,9.74102744483773
21,193,96,4200000,1.6257024e+18,9.61587214452889
33,180,71,2300000,1.6288128e+18,10.0858507751287
27,186,84,2800000,1.578096e+18,8.98732181285012
22,186,73,9200000,1.4041728e+18,9.47278155656217
28,176,73,2900000,1.6121376e+18,9.39274525863144
27,182,65,3400000,1.5661728e+18,9.21044036697652
26,187,80,3300000,1.6261344e+18,9.68040649926888
27,193,88,3600000,1.4421024e+18,9.54688403461792
24,183,79,5700000,1.4988672e+18,9.90353755128617
25,175,69,3900000,1.6129152e+18,9.10509096125708
24,172,67,6300000,1.5304032e+18,10.1658902778025
24,175,75,4100000,1.6250976e+18,8.98732181285012
26,178,75,3100000,1.6136064e+18,8.00670084544037
25,170,67,5200000,1.6226784e+18,9.30574145673944
25,179,71,3800000,1.6285536e+18,8.8538082749772
27,173,73,2700000,1.550016e+18,8.5173931714189
32,177,79,3300000,1.5463008e+18,6.68586094706836
26,175,70,3300000,1.5531264e+18,8.5173931714189
